Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Collin Sexton,SG,25,UTA,12,0,19.8,4.0,8.8,.453,0.8,2.8,.294,3.2,6.0,.528,.500,3.1,3.5,.881,0.8,1.7,2.4,3.2,0.3,0.3,1.8,1.8,11.9
Landry Shamet,SG,26,WAS,8,0,15.4,2.6,6.3,.420,1.3,4.1,.303,1.4,2.1,.647,.520,0.1,0.3,.500,0.1,1.1,1.3,1.3,0.6,0.1,0.4,1.6,6.6
Day'Ron Sharpe,C,22,BRK,12,0,14.1,2.6,4.8,.534,0.0,0.2,.000,2.6,4.7,.554,.534,1.5,2.3,.643,2.5,4.0,6.5,0.4,0.3,0.5,1.3,2.0,6.7
Shaedon Sharpe,SG,20,POR,12,11,38.4,6.2,15.2,.407,2.1,6.3,.329,4.1,8.8,.462,.475,4.2,5.1,.820,1.8,3.9,5.8,3.4,0.9,0.6,3.5,2.9,18.6
Ben Sheppard,SG,22,IND,3,0,10.7,1.7,4.0,.417,1.0,2.7,.375,0.7,1.3,.500,.542,0.0,0.0,,0.3,1.0,1.3,0.7,0.0,0.0,0.0,1.3,4.3
Pascal Siakam,PF,29,TOR,12,12,34.1,7.6,15.6,.487,1.0,4.3,.235,6.6,11.3,.581,.519,2.9,4.2,.700,1.3,5.9,7.2,4.8,0.8,0.2,2.8,2.6,19.1
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,.528,0.0,0.0,,3.2,6.0,.528,.528,0.2,0.7,.250,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
Anfernee Simons,SG,24,POR,1,1,27.0,6.0,14.0,.429,2.0,6.0,.333,4.0,8.0,.500,.500,4.0,4.0,1.000,1.0,1.0,2.0,4.0,2.0,0.0,0.0,2.0,18.0
Jericho Sims,C,25,NYK,6,0,3.0,0.2,0.3,.500,0.0,0.0,,0.2,0.3,.500,.500,0.2,0.5,.333,0.2,1.3,1.5,0.2,0.0,0.0,0.0,0.2,0.5
Jalen Slawson,SF,24,SAC,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Smart,PG,29,MEM,11,11,29.9,4.6,10.8,.429,1.6,5.5,.295,3.0,5.3,.569,.504,1.5,1.9,.810,0.3,2.2,2.5,5.0,2.0,0.4,3.4,3.2,12.5
Dennis Smith Jr.,PG,26,BRK,11,0,17.0,2.3,5.7,.397,0.6,1.7,.368,1.6,4.0,.409,.452,0.6,0.7,.875,0.7,1.5,2.3,3.2,0.6,0.2,1.0,2.3,5.8
Dru Smith,SG,26,MIA,7,0,18.1,2.1,4.6,.469,1.0,2.3,.438,1.1,2.3,.500,.578,0.3,0.3,1.000,0.9,1.0,1.9,2.0,1.1,0.4,0.7,1.6,5.6
Ish Smith,PG,35,CHO,6,0,15.0,1.7,3.3,.500,0.2,0.3,.500,1.5,3.0,.500,.525,0.0,0.0,,0.3,1.8,2.2,1.8,0.5,0.2,1.2,1.0,3.5
Jabari Smith Jr.,PF,20,HOU,10,10,28.6,4.9,10.5,.467,1.7,4.8,.354,3.2,5.7,.561,.548,0.5,0.9,.556,1.6,5.4,7.0,1.2,0.6,0.5,1.1,3.5,12.0
Jalen Smith,C,23,IND,9,0,16.1,4.3,6.1,.709,1.1,1.7,.667,3.2,4.4,.725,.800,1.2,1.7,.733,1.7,4.3,6.0,1.2,0.4,0.3,1.1,2.4,11.0
Nick Smith Jr.,SG,19,CHO,5,0,7.4,1.0,3.2,.313,0.6,1.4,.429,0.4,1.8,.222,.406,0.0,0.0,,0.2,0.6,0.8,0.4,0.2,0.2,0.4,0.4,2.6
Jeremy Sochan,PG,20,SAS,13,13,28.7,4.2,9.5,.447,0.8,1.8,.417,3.5,7.6,.455,.488,1.4,1.9,.720,1.4,4.0,5.4,4.5,1.0,0.3,2.5,3.3,10.6
Jaden Springer,SG,21,PHI,8,0,11.4,1.3,3.3,.385,0.1,0.8,.167,1.1,2.5,.450,.404,0.5,0.8,.667,0.9,0.8,1.6,0.9,0.5,0.8,1.1,1.8,3.1
Lamar Stevens,PF,26,BOS,3,0,5.7,1.3,2.3,.571,0.3,0.3,1.000,1.0,2.0,.500,.643,0.0,0.0,,1.3,0.3,1.7,0.7,0.3,0.0,1.0,1.0,3.0
Isaiah Stewart,PF,22,DET,13,13,32.8,4.5,9.8,.465,1.7,4.2,.407,2.8,5.6,.507,.551,1.5,2.0,.731,2.1,5.3,7.4,1.5,0.2,0.8,2.1,2.8,12.2
Julian Strawther,SF,21,DEN,9,0,9.8,1.9,4.4,.425,1.0,3.1,.321,0.9,1.3,.667,.538,0.0,0.2,.000,0.0,0.8,0.8,0.6,0.2,0.2,0.1,1.0,4.8
Max Strus,SF,27,CLE,12,12,35.4,5.3,12.2,.432,2.8,7.8,.362,2.4,4.3,.558,.548,1.3,1.4,.882,0.7,5.2,5.8,3.7,1.0,0.6,1.4,2.3,14.6
Jalen Suggs,SG,22,ORL,11,11,27.9,3.9,10.1,.387,1.5,4.6,.333,2.4,5.5,.433,.464,2.5,3.1,.824,0.9,3.2,4.1,2.9,2.2,0.5,2.1,2.8,11.9
Cole Swider,SF,24,MIA,1,0,2.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
Jae'Sean Tate,SF,28,HOU,10,0,19.2,2.6,5.1,.510,1.0,2.4,.417,1.6,2.7,.593,.608,0.5,0.7,.714,1.1,2.7,3.8,1.1,1.4,0.4,0.3,2.8,6.7
Jayson Tatum,PF,25,BOS,12,12,36.5,10.0,19.9,.502,3.3,9.1,.367,6.7,10.8,.615,.586,4.2,5.3,.794,0.8,7.9,8.7,3.9,1.3,0.2,2.8,2.3,27.5
Terry Taylor,PF,24,CHI,3,0,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.7
Garrett Temple,SG,37,TOR,4,0,3.3,0.8,1.0,.750,0.3,0.3,1.000,0.5,0.8,.667,.875,0.5,0.5,1.000,0.0,0.5,0.5,0.0,0.3,0.0,0.0,0.0,2.3
Dalen Terry,SG,21,CHI,4,0,2.8,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,0.0,0.5,.000,0.0,1.0,1.0,0.8,0.0,0.0,0.3,0.3,1.8
Daniel Theis,C,31,TOT,2,0,9.0,1.0,3.5,.286,0.0,1.0,.000,1.0,2.5,.400,.286,0.0,1.0,.000,0.0,1.5,1.5,0.0,0.5,0.0,0.0,1.5,2.0
Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Daniel Theis,C,31,LAC,1,0,10.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,2.0,.000,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0
Cam Thomas,SG,22,BRK,8,7,32.4,9.9,20.6,.479,2.1,6.6,.321,7.8,14.0,.554,.530,5.0,5.9,.851,0.3,3.5,3.8,2.1,0.9,0.6,1.3,1.9,26.9
Amen Thompson,SF,21,HOU,4,0,16.8,2.3,5.5,.409,0.5,2.8,.182,1.8,2.8,.636,.455,1.3,2.0,.625,0.3,2.5,2.8,1.5,0.5,0.3,1.5,2.3,6.3
Ausar Thompson,SF,21,DET,13,13,31.0,4.7,10.8,.436,0.3,2.2,.143,4.4,8.6,.509,.450,2.1,3.0,.692,4.0,6.3,10.3,3.5,1.2,1.8,2.4,3.4,11.8
Klay Thompson,SF,33,GSW,13,13,29.2,5.1,12.7,.400,2.3,7.0,.330,2.8,5.7,.486,.491,1.5,1.8,.870,0.5,2.8,3.3,2.1,0.4,0.5,2.0,2.3,14.0
Tristan Thompson,PF,32,CLE,10,0,8.3,0.8,1.1,.727,0.0,0.0,,0.8,1.1,.727,.727,0.4,0.7,.571,0.8,1.4,2.2,0.5,0.1,0.3,0.6,1.0,2.0
JT Thor,PF,21,CHO,12,1,17.9,1.8,4.2,.420,0.8,2.1,.360,1.0,2.1,.480,.510,0.0,0.3,.000,1.1,2.3,3.4,0.8,0.3,0.4,0.3,1.3,4.3
Matisse Thybulle,SF,26,POR,12,9,20.6,2.4,4.7,.518,1.6,3.8,.422,0.8,0.9,.909,.688,0.3,0.4,.800,0.3,1.4,1.7,1.2,1.2,0.7,0.6,1.1,6.8
Xavier Tillman Sr.,C,25,MEM,7,5,25.9,3.9,9.1,.422,1.0,2.9,.350,2.9,6.3,.455,.477,0.6,1.3,.444,2.0,4.7,6.7,2.4,1.6,0.9,1.4,2.9,9.3
Obi Toppin,PF,25,IND,11,11,22.7,4.5,7.4,.617,0.7,2.4,.308,3.8,5.0,.764,.667,1.3,1.5,.824,0.9,2.4,3.3,0.5,0.8,0.3,0.5,1.7,11.1
Karl-Anthony Towns,PF,28,MIN,12,12,33.3,8.1,16.5,.490,2.0,5.6,.358,6.1,10.9,.557,.551,3.5,3.8,.913,1.1,7.9,9.0,2.8,0.8,0.7,2.3,3.0,21.7
Gary Trent Jr.,SG,25,TOR,9,2,27.6,3.9,10.3,.376,2.0,5.2,.383,1.9,5.1,.370,.473,1.0,2.1,.474,0.4,2.0,2.4,0.9,1.0,0.1,0.9,1.1,10.8
P.J. Tucker,PF,38,TOT,10,3,17.4,0.6,1.7,.353,0.5,1.4,.357,0.1,0.3,.333,.500,0.3,0.3,1.000,1.3,2.1,3.4,0.4,0.6,0.3,0.3,2.4,2.0
P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
P.J. Tucker,PF,38,LAC,7,0,15.4,0.6,1.7,.333,0.4,1.3,.333,0.1,0.4,.333,.458,0.4,0.4,1.000,1.7,1.1,2.9,0.6,0.4,0.1,0.1,2.1,2.0
Myles Turner,C,27,IND,11,11,26.6,6.3,12.2,.515,1.9,4.8,.396,4.4,7.4,.593,.593,3.5,4.4,.792,1.5,6.0,7.5,1.5,0.5,1.7,1.6,3.5,17.9
Hunter Tyson,PF,23,DEN,4,0,2.8,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,1.0,0.5
Stanley Umude,SG,24,DET,9,0,8.8,1.0,2.1,.474,0.8,1.4,.538,0.2,0.7,.333,.658,1.3,1.4,.923,0.1,1.6,1.7,0.1,0.2,0.2,0.3,1.2,4.1
Jonas Valančiūnas,C,31,NOP,13,13,25.4,5.5,10.2,.534,0.8,2.2,.379,4.6,8.0,.577,.575,1.8,2.2,.828,2.0,6.4,8.4,2.2,0.3,1.6,1.5,2.8,13.6
Fred VanVleet,PG,29,HOU,10,10,36.4,6.0,15.2,.395,3.3,8.5,.388,2.7,6.7,.403,.503,2.1,2.4,.875,0.3,3.6,3.9,8.1,0.6,0.4,1.7,1.9,17.4
Devin Vassell,SG,23,SAS,9,8,28.9,6.2,12.6,.496,2.4,5.7,.431,3.8,6.9,.548,.593,2.4,3.3,.733,0.4,3.1,3.6,2.8,1.0,0.1,1.3,0.9,17.3
Sasha Vezenkov,PF,28,SAC,10,0,14.1,2.2,5.1,.431,1.2,3.5,.343,1.0,1.6,.625,.549,0.3,0.3,1.000,0.1,1.9,2.0,0.2,0.6,0.2,0.1,1.3,5.9
Gabe Vincent,PG,27,LAL,4,0,28.3,2.8,7.0,.393,0.3,3.5,.071,2.5,3.5,.714,.411,0.3,0.5,.500,0.5,0.5,1.0,3.0,1.5,0.0,0.5,2.5,6.0
Nikola Vučević,C,33,CHI,14,14,34.4,7.3,15.6,.466,0.9,3.5,.265,6.4,12.1,.524,.495,1.4,1.7,.792,2.9,7.6,10.5,2.9,0.9,0.6,1.9,2.9,16.9
Dean Wade,PF,27,CLE,11,5,19.0,1.0,2.9,.344,0.9,2.7,.333,0.1,0.2,.500,.500,0.2,0.4,.500,0.6,2.5,3.2,0.6,0.5,0.3,0.4,2.1,3.1
Franz Wagner,SF,22,ORL,12,12,33.7,6.9,16.6,.417,1.8,5.8,.300,5.2,10.8,.481,.470,2.9,3.5,.833,1.2,4.3,5.5,3.3,1.1,0.3,2.1,2.3,18.5
Moritz Wagner,C,26,ORL,12,0,19.5,4.4,6.9,.639,0.6,1.8,.333,3.8,5.2,.742,.681,2.0,2.4,.828,1.3,3.2,4.5,1.2,0.5,0.5,1.3,2.8,11.4
Ish Wainright,SF,29,POR,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Jabari Walker,SF,21,POR,12,0,15.5,2.3,5.0,.467,0.6,1.8,.318,1.8,3.2,.553,.525,1.3,1.7,.750,1.2,2.8,4.0,0.5,0.8,0.7,0.8,1.8,6.5
Jarace Walker,PF,20,IND,3,0,9.0,1.3,4.0,.333,0.0,0.7,.000,1.3,3.3,.400,.333,0.7,0.7,1.000,0.3,2.0,2.3,1.7,0.3,0.3,0.0,0.7,3.3
Lonnie Walker IV,SG,25,BRK,11,0,21.6,5.8,11.5,.508,2.3,5.2,.439,3.5,6.3,.565,.607,1.8,2.4,.769,0.2,2.7,2.9,2.0,0.7,0.5,1.3,1.0,15.7
Cason Wallace,SG,20,OKC,13,1,23.0,3.0,4.8,.629,1.0,1.8,.542,2.0,2.9,.684,.734,0.7,0.7,1.000,0.5,1.8,2.4,1.8,0.6,0.4,0.5,1.8,7.7
P.J. Washington,PF,25,CHO,12,12,32.5,5.9,13.0,.455,1.6,5.2,.306,4.3,7.8,.553,.516,1.4,1.9,.739,1.1,4.3,5.3,2.0,0.4,0.7,1.6,2.8,14.8
TyTy Washington Jr.,PG,22,MIL,2,0,3.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5
Yuta Watanabe,SF,29,PHO,12,0,18.6,1.8,4.6,.382,1.3,3.6,.372,0.4,1.0,.417,.527,0.5,0.6,.857,0.6,2.1,2.7,0.7,0.3,0.3,0.8,1.8,5.3
Lindy Waters III,SG,26,OKC,5,0,5.8,0.4,1.2,.333,0.4,1.2,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,1.2
Trendon Watford,PF,23,BRK,6,0,14.0,2.7,4.8,.552,0.3,0.8,.400,2.3,4.0,.583,.586,1.0,1.0,1.000,1.3,2.5,3.8,2.2,0.7,0.2,1.0,2.0,6.7
Peyton Watson,SF,21,DEN,12,0,14.3,2.0,3.7,.545,0.3,1.2,.286,1.7,2.5,.667,.591,0.3,0.7,.500,0.4,1.4,1.8,0.7,0.5,0.9,0.7,1.3,4.7
Victor Wembanyama,PF,20,SAS,13,13,30.2,7.2,16.8,.429,1.6,5.7,.284,5.6,11.2,.503,.477,3.2,4.2,.778,2.2,7.4,9.5,2.4,1.1,2.6,3.8,2.8,19.3
Blake Wesley,SG,20,SAS,4,0,5.3,0.8,2.0,.375,0.0,0.3,.000,0.8,1.8,.429,.375,0.3,0.5,.500,0.3,0.3,0.5,0.8,0.0,0.3,0.3,0.8,1.8
Russell Westbrook,PG,35,LAC,11,10,29.5,5.6,12.5,.449,1.1,3.5,.316,4.5,9.1,.500,.493,1.1,1.9,.571,1.4,5.3,6.6,5.4,1.7,0.3,3.2,2.7,13.5
Coby White,PG,23,CHI,14,14,31.4,4.3,11.3,.380,1.8,5.8,.309,2.5,5.5,.455,.459,1.2,1.6,.773,0.2,2.5,2.7,4.1,1.1,0.2,1.8,2.8,11.6
Derrick White,SG,29,BOS,10,10,31.0,4.6,9.6,.479,2.4,5.7,.421,2.2,3.9,.564,.604,2.4,2.9,.828,0.7,3.0,3.7,4.6,0.9,0.9,1.3,2.1,14.0
Cam Whitmore,SF,19,HOU,3,0,7.7,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.3,0.7,.500,0.0,1.0,1.0,0.3,0.3,0.0,0.7,0.3,2.3
Aaron Wiggins,SG,25,OKC,11,0,10.4,1.5,2.7,.533,0.3,1.0,.273,1.2,1.7,.684,.583,0.4,0.5,.667,0.2,1.3,1.5,0.6,0.3,0.1,0.5,0.8,3.5
Andrew Wiggins,SF,28,GSW,14,14,26.7,4.9,11.5,.429,0.7,3.2,.222,4.2,8.3,.509,.460,1.4,2.9,.500,1.9,1.9,3.9,1.1,0.4,0.4,1.7,2.5,12.0
Lindell Wigginton,PG,25,MIL,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Grant Williams,PF,25,DAL,13,13,29.6,3.8,8.2,.472,2.8,5.8,.480,1.1,2.4,.452,.642,0.9,1.5,.632,1.0,2.7,3.7,1.5,0.3,0.7,0.9,2.4,11.4
Jalen Williams,PF,22,OKC,13,13,33.2,6.5,12.6,.518,1.1,2.9,.368,5.5,9.7,.563,.561,3.4,3.8,.880,0.2,3.8,4.1,3.6,0.8,0.2,2.2,3.0,17.5
Jaylin Williams,C,21,OKC,8,0,12.1,1.3,3.3,.385,0.5,2.0,.250,0.8,1.3,.600,.462,0.6,0.8,.833,0.3,3.1,3.4,1.3,0.5,0.3,0.4,1.6,3.6
Jeenathan Williams,SG,24,HOU,2,0,6.5,2.0,3.5,.571,0.0,1.0,.000,2.0,2.5,.800,.571,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,4.5
Kenrich Williams,PF,29,OKC,3,0,18.3,2.3,4.3,.538,0.3,1.3,.250,2.0,3.0,.667,.577,0.3,0.7,.500,1.0,2.0,3.0,2.0,0.3,0.0,0.3,2.7,5.3
Mark Williams,C,22,CHO,12,12,26.1,5.4,7.5,.722,0.0,0.0,,5.4,7.5,.722,.722,2.7,3.8,.696,3.9,5.6,9.5,1.4,0.9,0.7,1.1,2.2,13.5
Patrick Williams,PF,22,CHI,14,6,22.4,1.9,6.0,.310,0.7,2.8,.256,1.1,3.2,.356,.369,1.1,1.4,.800,0.7,2.8,3.5,1.3,1.1,0.9,1.1,1.6,5.6
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,4,0,8.0,0.5,2.0,.250,0.3,1.8,.143,0.3,0.3,1.000,.313,1.8,2.0,.875,0.0,1.3,1.3,1.0,0.3,0.8,0.5,1.0,3.0
Ziaire Williams,SF,22,MEM,11,8,25.5,3.1,8.5,.366,1.4,4.4,.313,1.7,4.1,.422,.446,1.5,1.7,.895,0.7,4.5,5.3,1.5,0.5,0.5,1.5,2.1,9.1
Zion Williamson,PF,23,NOP,10,10,31.2,8.7,16.6,.524,0.1,0.2,.500,8.6,16.4,.524,.527,4.3,7.5,.573,2.6,3.7,6.3,4.4,0.8,0.3,2.9,2.8,21.8
Jalen Wilson,PF,23,BRK,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
James Wiseman,C,22,DET,6,0,9.3,2.2,3.7,.591,0.0,0.2,.000,2.2,3.5,.619,.591,0.2,0.3,.500,0.8,2.0,2.8,0.3,0.2,0.3,0.5,1.7,4.5
Christian Wood,PF,28,LAL,13,1,20.8,2.5,5.5,.451,0.8,2.5,.333,1.6,2.9,.553,.528,1.2,2.0,.615,1.2,5.2,6.4,0.8,0.2,0.6,1.3,1.8,7.0
Delon Wright,PG,31,WAS,8,0,17.6,1.4,3.8,.367,0.5,1.4,.364,0.9,2.4,.368,.433,1.8,2.0,.875,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5.0
Thaddeus Young,PF,35,TOR,3,0,3.3,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.7,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.0,1.3
Trae Young,PG,25,ATL,11,11,35.7,6.3,17.6,.356,2.0,7.1,.282,4.3,10.5,.405,.412,8.8,9.8,.898,0.6,2.0,2.6,11.1,1.5,0.0,4.1,1.5,23.4
Omer Yurtseven,C,25,UTA,7,0,4.6,1.0,1.4,.700,0.1,0.4,.333,0.9,1.0,.857,.750,0.1,0.3,.500,0.4,1.1,1.6,0.4,0.0,0.1,0.1,0.9,2.3
Cody Zeller,C,31,NOP,10,0,6.8,0.3,1.4,.214,0.0,0.0,,0.3,1.4,.214,.214,0.4,1.0,.400,1.0,1.8,2.8,0.8,0.2,0.1,0.3,0.8,1.0
Ivica Zubac,C,26,LAC,11,11,25.9,4.3,7.3,.588,0.0,0.0,,4.3,7.3,.588,.588,1.9,3.2,.600,3.0,5.3,8.3,0.8,0.2,1.6,1.4,3.2,10.5
